Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2,Appraisal,Mass
STURMANITE,SCHORL,DESCLOIZITE,19537.26,205.77259999999998
SEMSEYITE,BROOKITE,SINHALITE,5665.56,65.05560000000001
SELENITE,ANDALUSITE,ALBITE,5997.92,91.5792
CUBANITE,HUREAULITE,NEPHELINE,602.26,20.1226
BLODITE,CUMMINGTONITE,MARCASITE,2227.6,18.476
HEMATITE,FLUORAPATITE,BIF,12144.86,132.2486
HUREAULITE,CUMMINGTONITE,DATOLITE,8271.51,106.41510000000001
PARAVAUXITE,PYROMORPHITE,TALC,6633.21,75.5321
NEPTUNITE,ACANTHITE,OBSIDIAN,37966.94,398.7694
HINSDALITE,MALACHITE,BASALT,44672.09,455.62089999999995
CHRYSOBERYL,SCHORL,TALC,2529.33,42.5933
GMELINITE,RUBY,BORAX,15521.63,165.31629999999998
TAAFFEITE,NICKELINE,MALACHITE,23154.1,244.041
ARAGONITE,THOMSONITE,OBSIDIAN,6878.35,96.9835
CUMMINGTONITE,TALC,CLEAVELANDITE,31660.73,306.0073
PARISITE,HOPEITE,CLINOHEDRITE,6163.5,81.935
MALACHITE,BERLINITE,RHODIZITE,10972.6,135.626
NICKELINE,SYLVITE,HEULANDITE,4124.53,50.7453
DIOPSIDE,CHRYSOBERYL,BLODITE,7239.78,87.1978
SINHALITE,PHOSPHATES,DATOLITE,13324.69,130.2469
STURMANITE,ARAGONITE,OSUMILITE,2248.73,36.1873
NEPHELINE,CHLORITE,CLINOHEDRITE,8024.74,81.9474
ACANTHITE,GMELINITE,CLINOHEDRITE,6690.28,70.5028
MELANOPHLOGITE,HEMATITE,MALACHITE,20105,196.35000000000002
CHLORITE,ROSASITE,SULFUR,13427.7,123.87700000000001
DIAMOND,SEMSEYITE,ARAGONITE,2382.85,42.7285
PARISITE,RUBY,SILVER,1400.32,34.303200000000004
DATOLITE,CLEAVELANDITE,GEODES,12772.87,137.8287
SYLVITE,PARASYMPLESITE,ARSENIC,9422.04,110.22040000000001
ICE,RHODIZITE,COAL,6272.13,70.1213
STURMANITE,HINSDALITE,DESCLOIZITE,20882.37,223.6237
PHLOGOPITE,NEPHELINE,DIOPSIDE,5585.41,69.05409999999999
RUBY,PARAVAUXITE,DATOLITE,1844.89,21.048900000000003
ALBITE,SINHALITE,SUNSTONE,2251.24,26.412399999999998
CLINOPTILOLITE,HOWLITE,BOLEITE,7948.78,104.28779999999999
ACANTHITE,BASALT,HINSDALITE,12758.89,134.0889
SILICATES,ANDERSONITE,COAL,6202.4,93.824
ANDERSONITE,THOMSONITE,CLINOPTILOLITE,25714.74,270.6474
BLODITE,ANDERSONITE,STELLERITE,5422.54,78.5254
DIOPSIDE,PERIDOT,KUNZITE,425.5,5.555
PHLOGOPITE,BERLINITE,ANDERSONITE,10612.9,110.029
BORAX,SCHORL,ANDERSONITE,1715.33,28.0533
ERIONITE,HEULANDITE,STURMANITE,13112.96,148.4296
GEODES,GAYLUSSITE,RUBY,7684.34,77.4434
ARAGONITE,OSUMILITE,ROSE_QUARTZ,18651.14,207.51139999999998
OSUMILITE,CACOXENITE,PYROAURITE,9141,95.31
CLINOHEDRITE,HEMATITE,CHRYSOBERYL,7992.25,95.9225
SENARMONTITE,HOPEITE,CACOXENITE,1160.42,32.6042
SULFUR,CLINOPTILOLITE,TALC,20332.45,216.7245
STELLERITE,CUMMINGTONITE,ENSTATITE,9233.04,89.03040000000001
OSUMILITE,ALTAITE,PYROMORPHITE,3195.65,24.1565
ARTINITE,ALMANDINE,CUBANITE,24273.59,250.9359
CUBANITE,ILVAITE,KUNZITE,26669.05,282.4905
HUMITE,GORMANITE,ANDESINE,1740.72,30.6072
TAAFFEITE,ANDERSONITE,SILICATES,22174.98,232.6498
DATOLITE,KOVDORSKITE,HUMITE,13427.98,147.47979999999998
ALTAITE,TAAFFEITE,SILICATES,11739.42,114.6942
ANTIMONY,ACANTHITE,ANDERSONITE,3701.57,47.615700000000004
SCHORL,CLINOPTILOLITE,BORAX,25194.45,257.8445
KUNZITE,TALC,PHLOGOPITE,4216.11,46.561099999999996
CLINOPTILOLITE,HINSDALITE,SMITHSONITE,17103,169.73
SEMSEYITE,PYROMORPHITE,CLINOPTILOLITE,6600.13,89.40129999999999
BASALT,ENSTATITE,NICKELINE,4282.69,45.826899999999995
ALMANDINE,ROSE_QUARTZ,BORNITE,540.2,1.4020000000000001
HINSDALITE,HEMATITE,OBSIDIAN,10522,127.62
SILVER,FLUORAPATITE,BOLEITE,3378.79,53.987899999999996
PARAVAUXITE,BOLEITE,ARSENIC,28374.3,294.543
GAYLUSSITE,HINSDALITE,OSUMILITE,7404.4,91.344
CORDYLITE,RUBY,OBSIDIAN,1997.79,27.677899999999998
SILVER,ACANTHITE,HOPEITE,11221.01,123.6101
BORAX,NEPTUNITE,GIBBSITE,25728.19,260.7819
DIAMOND,ACANTHITE,PERIDOT,2281.55,11.8155
ALTAITE,GORMANITE,BARATOVITE,6916.05,88.76050000000001
DESCLOIZITE,GMELINITE,ALTAITE,15401.02,167.5102
MELANOPHLOGITE,DESCLOIZITE,ALBITE,11074.83,130.5483
PLATINUM,DESCLOIZITE,BORAX,1410.92,29.709200000000003
BASALT,SYLVITE,MELANOPHLOGITE,5861.06,66.31060000000001
SYLVITE,MALACHITE,THOMSONITE,31800.6,328.20599999999996
HEMATITE,CLINOHEDRITE,NEPHELINE,11131.2,116.51200000000001
BORNITE,BERLINITE,ROSASITE,12631.05,125.7105
CUMMINGTONITE,BROOKITE,PHOSPHATES,31624.18,305.4418
BOURNONITE,BERLINITE,RUBY,28669.15,303.6915
ALMANDINE,SCHORL,DIAMOND,3811.28,47.912800000000004
BERLINITE,PARISITE,HUREAULITE,2825.15,35.0515
TALC,SILVER,HOWLITE,163.05,13.1305
CUBANITE,ALBITE,ICE,4521.45,68.4145
ARTINITE,GIBBSITE,CHRYSOBERYL,20218.89,218.78889999999998
PYROAURITE,SILICATES,PHOSPHATES,24086.52,248.66520000000003
HUREAULITE,ALBITE,CLINOHEDRITE,2542.76,50.9276
SILVER,ERIONITE,SENARMONTITE,2029.81,27.8981
ALBITE,PLATINUM,ICE,3800,51.8
CUBANITE,PERIDOT,CLINOHEDRITE,5984.28,49.242799999999995
CLEAVELANDITE,KUNZITE,PARISITE,38522.17,392.1217
HEMATITE,PHLOGOPITE,KUNZITE,2171.24,19.2124
BLODITE,KOTTIGITE,RHODIZITE,12288.69,130.2869
SILICATES,ALTAITE,NICKELINE,8344.27,83.1427
DATOLITE,PERIDOT,DEMANTOID,1888.95,28.189500000000002
ACANTHITE,CHLORITE,KOTTIGITE,16120.49,156.10490000000001
PLATINUM,GAYLUSSITE,DIAMOND,12600.13,134.3013
CACOXENITE,ALTAITE,DEMANTOID,5329.93,72.89930000000001
PLATINUM,PERIDOT,SILICATES,16056.04,156.86040000000003
MARCASITE,BOLEITE,GORMANITE,1855.36,32.3536
KOVDORSKITE,DESCLOIZITE,BARATOVITE,7339.63,95.49629999999999
SENARMONTITE,HEULANDITE,BORNITE,44887.26,455.0726
GMELINITE,ANDESINE,ERIONITE,14950.19,174.80190000000002
SILVER,ARTINITE,CLEAVELANDITE,20712.79,237.7279
KOVDORSKITE,ILVAITE,ARSENIC,8244.57,107.7457
BOLEITE,ANTIMONY,SCORODITE,4754.55,66.44550000000001
BASALT,ILVAITE,HUMITE,5141.23,58.21229999999999
ALMANDINE,OSUMILITE,HOWLITE,2319.32,36.5932
TAAFFEITE,CLINOHEDRITE,BOURNONITE,13448.07,156.48069999999998
ACANTHITE,DATOLITE,STELLERITE,27044.37,291.34369999999996
SILVER,ICE,KOTTIGITE,8524.19,100.9419
NEPHELINE,HINSDALITE,TALC,15207.73,170.1773
BLODITE,ARTINITE,BORAX,14971.74,160.9174
GMELINITE,GORMANITE,RHODIZITE,1960.01,14.2001
SULFUR,ALBITE,FLUORAPATITE,5382.53,72.0253
PARASYMPLESITE,BORAX,PARAVAUXITE,25246.3,279.46299999999997
SCHORL,MARCASITE,PHOSPHATES,656.66,29.666600000000003
PARAVAUXITE,MELANOPHLOGITE,CLEAVELANDITE,26336.53,275.0653
DIAMOND,STELLERITE,KOTTIGITE,24438.01,261.1801
PUCHERITE,DIAMOND,CHRYSOBERYL,8237.56,88.0756
GIBBSITE,CLEAVELANDITE,HOPEITE,14978.4,153.584
PYROMORPHITE,PHOSPHATES,BASALT,1072.83,34.5283
HUMITE,SINHALITE,BOLEITE,18947.31,200.87310000000002
PLATINUM,THOMSONITE,PYROAURITE,5930.53,50.9053
TAAFFEITE,KUNZITE,SCHORL,11122.7,140.727
SUNSTONE,BASALT,ALTAITE,208.81,6.4881
CLINOPTILOLITE,CORDYLITE,HOWLITE,2391.07,26.210700000000003
SAINFELDITE,PERIDOT,CACOXENITE,15049.41,156.5941
BIF,PYROAURITE,CORDYLITE,25551.96,254.4196
SEMSEYITE,ENSTATITE,ERIONITE,1184.04,29.6404
PUCHERITE,HEMATITE,SELENITE,1014.22,16.842200000000002
ACANTHITE,ARAGONITE,HEMATITE,375.14,1.9513999999999998
ILVAITE,MARCASITE,CUMMINGTONITE,7046.95,83.9695
ARFVEDSONITE,KOTTIGITE,SMITHSONITE,19778.78,211.98779999999996
KOVDORSKITE,ANDALUSITE,SILVER,2431.15,28.611500000000003
BROOKITE,ENSTATITE,KOVDORSKITE,2376.92,42.0692
MARCASITE,KOVDORSKITE,ROSE_QUARTZ,848.84,29.1884
NEPTUNITE,PLATINUM,SUNSTONE,28075.7,277.157
DIOPSIDE,FLUORAPATITE,PHLOGOPITE,26679.41,271.0941
PERIDOT,COAL,TELLURIUM,12304.06,132.2406
PERIDOT,BIF,PARAVAUXITE,5284.92,36.7492
PARASYMPLESITE,HEMATITE,THOMSONITE,10359.69,110.1969
TAAFFEITE,SELENITE,DESCLOIZITE,15363.53,162.2353
GORMANITE,COAL,PARASYMPLESITE,4863.85,69.5385
ACANTHITE,COAL,TAAFFEITE,26842.22,266.22220000000004
SCORODITE,SINHALITE,CHLORITE,4845.98,45.75979999999999
ACANTHITE,KOVDORSKITE,ANTIMONY,11917.69,125.1769
ENSTATITE,BORNITE,PARAVAUXITE,32535.29,334.35290000000003
KUNZITE,ENSTATITE,GIBBSITE,556.76,5.9676
SELENITE,ARFVEDSONITE,SULFUR,3501.62,27.6162
HUMITE,PARISITE,KUNZITE,29450.56,311.5056
SELENITE,TAAFFEITE,SUNSTONE,15164.46,165.9446
BERLINITE,BIF,SCHORL,22631.45,252.8145
HOPEITE,OBSIDIAN,THOMSONITE,20145.03,206.8503
HUREAULITE,RUBY,STURMANITE,27602.32,292.42319999999995
TREMOLITE,SCHORL,ANDALUSITE,9111.66,87.31660000000001
ROSASITE,NEPHELINE,BIF,38257.28,394.5728
HUMITE,BORAX,SCORODITE,3948.36,44.9836
DATOLITE,BASALT,CHRYSOBERYL,21115.08,223.7508
MARCASITE,ANDERSONITE,BASALT,6143.44,61.734399999999994
ANDESINE,OBSIDIAN,ROSASITE,10513.35,130.1335
NICKELINE,ILVAITE,CACOXENITE,20981.37,213.51369999999997
SILVER,COAL,PARISITE,3212.02,33.2202
SEMSEYITE,SYLVITE,FLUORAPATITE,20721.21,226.0121
PARAVAUXITE,SEMSEYITE,PUCHERITE,17070.43,184.80429999999998
DIAMOND,HUMITE,ALMANDINE,3558.45,36.1845
ERIONITE,GAYLUSSITE,SCORODITE,2373.35,45.8335
SYLVITE,NEPHELINE,BOLEITE,11293.05,131.8305
SUNSTONE,ANTIMONY,BORAX,5840.01,82.7001
BASALT,TELLURIUM,HOPEITE,4841.1,64.611
CHLORITE,KUNZITE,CHRYSOBERYL,11403.28,128.6328
CHLORITE,ERIONITE,TREMOLITE,10725.77,113.3577
OSUMILITE,PLATINUM,ANDERSONITE,34312.84,348.22839999999997
PARAVAUXITE,PARISITE,SILVER,21255.24,222.2524
HEULANDITE,ROSE_QUARTZ,SINHALITE,15780.29,186.30290000000002
SCHORL,ROSASITE,ERIONITE,20280.89,221.1089
TAAFFEITE,SUNSTONE,ARSENIC,8609.01,100.0901
CLINOPTILOLITE,OSUMILITE,BROOKITE,26462.77,278.3277
ALTAITE,ACANTHITE,ANDALUSITE,14261.49,153.41490000000002
ENSTATITE,DEMANTOID,THOMSONITE,156.82,14.9682
ICE,BORAX,SELENITE,7424.59,84.5459
ICE,PHLOGOPITE,CHLORITE,18629.97,180.2997
KOTTIGITE,CHRYSOBERYL,GORMANITE,7615.07,88.6507
DIAMOND,HEMATITE,GEODES,17705.44,187.15439999999998
CLINOPTILOLITE,SILICATES,NEPHELINE,1939.29,34.2929
HINSDALITE,SCORODITE,ARSENIC,4201.41,62.1141
NEPTUNITE,CHRYSOBERYL,HINSDALITE,16323.56,170.3356
HEULANDITE,CORDYLITE,BERLINITE,10025.27,118.8527
RHODIZITE,ILVAITE,CHRYSOBERYL,6456.31,83.8631
SMITHSONITE,CHRYSOBERYL,TREMOLITE,18396.42,197.46419999999998
ICE,BORAX,HUMITE,28749.24,289.1924
ANTIMONY,ANDALUSITE,ILVAITE,5267.53,70.9753
PARISITE,SINHALITE,OBSIDIAN,25599.76,265.89759999999995
HOPEITE,BERLINITE,MARCASITE,18047.85,201.7785
ILVAITE,CLINOHEDRITE,SINHALITE,13691.98,160.21980000000002
SEMSEYITE,SAINFELDITE,GEODES,3656.5,36.565
TAAFFEITE,CLEAVELANDITE,ANDALUSITE,22984.83,215.74830000000003
PLATINUM,CARNOTITE,CLINOPTILOLITE,11002.08,123.0208
BROOKITE,PUCHERITE,CLEAVELANDITE,1674.16,15.641600000000002
PARISITE,KOTTIGITE,ACANTHITE,2652.62,40.1262
MELANOPHLOGITE,DESCLOIZITE,SILVER,11507.34,114.1734
BORAX,NICKELINE,CLINOHEDRITE,8560.58,85.50580000000001
BERLINITE,OBSIDIAN,RHODIZITE,1508.87,22.0887
DIAMOND,ACANTHITE,GEODES,11305.09,120.3509
SULFUR,HINSDALITE,KOVDORSKITE,374.15,5.6415
ANDALUSITE,TALC,CARNOTITE,15231.48,155.01479999999998
SULFUR,ENSTATITE,HOWLITE,11130.32,113.3032
GORMANITE,BERLINITE,SMITHSONITE,11471.66,134.6166
ARTINITE,HINSDALITE,CUBANITE,4267.85,54.97850000000001
CLEAVELANDITE,HEMATITE,HINSDALITE,10211.07,100.6107
RHODIZITE,SILVER,BLODITE,10889.62,116.89620000000001
HEULANDITE,CLINOPTILOLITE,ANDESINE,1179.62,16.996199999999998
GORMANITE,CUBANITE,BARATOVITE,4900.81,52.10810000000001
THOMSONITE,HUREAULITE,ANDALUSITE,31335.71,331.8571
CLEAVELANDITE,ALMANDINE,SELENITE,17006.17,191.36169999999998
SMITHSONITE,PARASYMPLESITE,ARFVEDSONITE,10535.02,112.1502
SELENITE,BOURNONITE,ALTAITE,15904.88,178.8488
GEODES,PARAVAUXITE,HUMITE,7394.58,99.3458
SMITHSONITE,ENSTATITE,PARAVAUXITE,4091.31,70.6131
TALC,CUMMINGTONITE,CARNOTITE,9021.43,94.11430000000001
BLODITE,HUMITE,ANDERSONITE,6668.25,75.9825
BLODITE,SENARMONTITE,CHLORITE,23505.02,241.95020000000002
BOLEITE,ALTAITE,HEMATITE,7534.77,95.4477
CHLORITE,RHODIZITE,ACANTHITE,6411.96,67.01960000000001
KOVDORSKITE,HINSDALITE,CHRYSOBERYL,11662.34,116.3234
SCHORL,BOLEITE,ILVAITE,9965.62,96.55620000000002
BOLEITE,SUNSTONE,PARISITE,1410.61,14.0061
CARNOTITE,ILVAITE,BIF,27248.21,298.4821
HOWLITE,CUBANITE,BOLEITE,25921.99,275.1199
KOVDORSKITE,SAINFELDITE,ILVAITE,3636.69,47.066900000000004
PARASYMPLESITE,BORAX,CARNOTITE,9446.45,100.8645
BROOKITE,TAAFFEITE,KOTTIGITE,25713.86,271.5386
NEPHELINE,SINHALITE,PHOSPHATES,4531.03,70.4103
KOTTIGITE,BARATOVITE,PHLOGOPITE,24648.27,266.7827
CORDYLITE,TELLURIUM,SENARMONTITE,21689.82,231.3982
STELLERITE,ACANTHITE,ERIONITE,1301.39,16.4139
PUCHERITE,SULFUR,ANDESINE,11606.54,132.0654
SELENITE,PLATINUM,HEMATITE,13601.74,142.0174
MARCASITE,SINHALITE,COAL,3207.6,49.275999999999996
STELLERITE,HINSDALITE,DIOPSIDE,18820.34,198.80339999999998
SMITHSONITE,CLINOHEDRITE,KUNZITE,498.3,15.583
BIF,COAL,HUMITE,30429.3,295.993
SAINFELDITE,CHRYSOBERYL,SMITHSONITE,12715.13,135.7513
KOTTIGITE,KOVDORSKITE,PHLOGOPITE,11718.43,132.0843
NEPHELINE,SMITHSONITE,GIBBSITE,4728.96,33.6896
FLUORAPATITE,ROSE_QUARTZ,DESCLOIZITE,7194.98,92.2498
ENSTATITE,ILVAITE,PYROAURITE,22678.52,239.6852
SILVER,PERIDOT,OSUMILITE,706.16,7.7616
DESCLOIZITE,RUBY,ALMANDINE,3746.69,50.76690000000001
SILVER,SINHALITE,HUREAULITE,15166.11,148.3611
ALBITE,ANDALUSITE,DESCLOIZITE,26340.34,293.7034
PARAVAUXITE,HINSDALITE,ILVAITE,8040.13,98.2013
PLATINUM,ALBITE,BOURNONITE,14829.81,160.8981
PUCHERITE,ACANTHITE,SULFUR,6641.5,82.11500000000001
HEMATITE,SCHORL,NICKELINE,5129.7,57.297
CARNOTITE,MALACHITE,ARTINITE,10635.06,124.5506
SMITHSONITE,PHLOGOPITE,DIAMOND,4197.21,64.7721
GORMANITE,PYROAURITE,BOLEITE,2527.1,47.971000000000004
COAL,ROSASITE,GMELINITE,827.77,11.2777
KUNZITE,HEMATITE,PLATINUM,31540.96,317.3096
TELLURIUM,BARATOVITE,ACANTHITE,12994.14,149.3414
TAAFFEITE,CARNOTITE,COAL,15375.73,162.6573
ARTINITE,PYROMORPHITE,DIOPSIDE,17360.48,171.80479999999997
ALMANDINE,DATOLITE,OSUMILITE,8171.01,92.9101
TALC,PYROMORPHITE,BOURNONITE,26510.25,275.90250000000003
GAYLUSSITE,CORDYLITE,ARSENIC,26222.77,263.6277
SYLVITE,BLODITE,PHLOGOPITE,7032.4,82.124
BIF,DEMANTOID,CLINOHEDRITE,2840.98,31.7098
CLINOPTILOLITE,STURMANITE,RUBY,2945.46,42.254599999999996
TELLURIUM,CLEAVELANDITE,PUCHERITE,21212.27,221.1227
GAYLUSSITE,ALMANDINE,ARFVEDSONITE,14736.27,137.0627
TREMOLITE,BASALT,ALTAITE,5807.41,67.6741
ERIONITE,NEPHELINE,ANDESINE,4187.96,66.0796
ERIONITE,KOTTIGITE,SYLVITE,20846.09,209.4609
ARSENIC,ANDALUSITE,ANDERSONITE,17273.65,184.3365
ARSENIC,TALC,ACANTHITE,3333.98,45.4398
GAYLUSSITE,PLATINUM,SYLVITE,13584.17,143.8417
THOMSONITE,CORDYLITE,HINSDALITE,15018.1,170.08100000000002
PLATINUM,MARCASITE,NICKELINE,5429.82,57.798199999999994
NEPHELINE,CLEAVELANDITE,HEMATITE,5532.89,64.52890000000001
GEODES,RHODIZITE,OBSIDIAN,11075.91,122.0591
BASALT,ILVAITE,TREMOLITE,1846.4,33.964
PARAVAUXITE,GORMANITE,SULFUR,9553.03,91.23030000000001
PUCHERITE,SENARMONTITE,SULFUR,8993.69,97.0369
PERIDOT,DIAMOND,BOURNONITE,10091.98,121.9198
STURMANITE,PARASYMPLESITE,RUBY,10283.5,97.335
CUMMINGTONITE,PHOSPHATES,PYROAURITE,9690.45,101.80450000000002
PHLOGOPITE,CHLORITE,PARAVAUXITE,13213.91,141.23909999999998
TELLURIUM,SUNSTONE,TAAFFEITE,4808.75,66.5875
PARASYMPLESITE,ANDERSONITE,TREMOLITE,2508.37,34.5837
ARTINITE,STURMANITE,CACOXENITE,12775.71,147.4571
MELANOPHLOGITE,CLINOHEDRITE,KOTTIGITE,29050.4,298.004
SCHORL,HUMITE,KOTTIGITE,4456,50.160000000000004
ANDESINE,BASALT,PARASYMPLESITE,8895.18,83.7518
CUMMINGTONITE,KOTTIGITE,RUBY,16143.39,172.2339
SILICATES,MELANOPHLOGITE,BORNITE,12878.49,127.9849
TAAFFEITE,ANDESINE,HINSDALITE,22297.65,227.37650000000002
COAL,SUNSTONE,KUNZITE,11527.53,127.5753
CLINOPTILOLITE,BORAX,DATOLITE,5062.8,51.328
ENSTATITE,CUMMINGTONITE,CLINOPTILOLITE,17039.73,180.0973
CACOXENITE,DIAMOND,OBSIDIAN,41447.87,411.4787
DESCLOIZITE,BIF,HUMITE,3661.52,43.2152
TREMOLITE,CHLORITE,PLATINUM,35404.79,345.34790000000004
ARAGONITE,TELLURIUM,ANDERSONITE,13864.4,149.144
HINSDALITE,BORNITE,SYLVITE,9702.93,93.72930000000001
SMITHSONITE,BLODITE,CACOXENITE,2423.78,38.8378
ACANTHITE,PARASYMPLESITE,HEULANDITE,16530.89,165.50889999999998
MELANOPHLOGITE,HUREAULITE,BROOKITE,4231.44,51.014399999999995
CLEAVELANDITE,ENSTATITE,BIF,10051.01,95.71010000000001
TALC,PERIDOT,TAAFFEITE,22501.61,236.4161
BERLINITE,HUREAULITE,CHLORITE,6631.49,74.7149
ROSE_QUARTZ,ANDERSONITE,CHRYSOBERYL,19018.69,201.4869
CUBANITE,SCORODITE,KOTTIGITE,11242.53,115.5253
PHOSPHATES,GMELINITE,NEPTUNITE,14332.16,144.3216
GORMANITE,ALTAITE,BOURNONITE,16391.45,195.71450000000002
COAL,BOLEITE,OSUMILITE,363.74,25.6374
BROOKITE,HOPEITE,ANTIMONY,2958.24,53.782399999999996
MELANOPHLOGITE,RUBY,ANDESINE,30271.67,322.9167
ROSASITE,TREMOLITE,DESCLOIZITE,3594.13,35.0413
NEPHELINE,CLINOPTILOLITE,ARSENIC,20395.43,204.7543
CLINOPTILOLITE,SULFUR,CHLORITE,13112.36,146.02360000000002
CHLORITE,OSUMILITE,SILVER,1551.49,26.2149
SELENITE,NICKELINE,CLINOHEDRITE,11601.65,134.7165
CLINOPTILOLITE,PARISITE,STELLERITE,12872.38,131.32379999999998
ARAGONITE,HEULANDITE,PHLOGOPITE,5427.56,71.4756
ILVAITE,STURMANITE,HEULANDITE,19395.74,210.75740000000002
ARAGONITE,DESCLOIZITE,SULFUR,31992.49,330.3249
ROSASITE,CORDYLITE,HEULANDITE,6502.76,70.0276
ANTIMONY,SAINFELDITE,CHLORITE,29856.05,328.6605
HEMATITE,HUMITE,MARCASITE,1876.77,34.4677
TREMOLITE,BLODITE,DEMANTOID,4658.01,58.4801
HEMATITE,RHODIZITE,BERLINITE,35515.56,352.05559999999997
KOTTIGITE,BOLEITE,GAYLUSSITE,30599.54,332.1954
SCHORL,KOTTIGITE,BORNITE,27958.63,282.98629999999997
GAYLUSSITE,BORNITE,STURMANITE,16466.62,202.2662
ARAGONITE,RHODIZITE,ENSTATITE,2669.57,32.895700000000005
CARNOTITE,CUMMINGTONITE,TELLURIUM,9325.62,90.8562
NEPTUNITE,MALACHITE,BERLINITE,11967.47,139.57469999999998
STURMANITE,GORMANITE,ALBITE,11036.69,129.7669
GIBBSITE,SYLVITE,PARISITE,20203.16,215.7316
HINSDALITE,HOWLITE,DATOLITE,5079.21,64.9921
SUNSTONE,ENSTATITE,BROOKITE,1941.62,17.9162
STELLERITE,OSUMILITE,RHODIZITE,22978.66,223.7866
GAYLUSSITE,GMELINITE,BASALT,1051.69,20.2169
PYROAURITE,ANDALUSITE,OSUMILITE,38038.76,370.2876
KOVDORSKITE,PYROAURITE,ROSASITE,20497.59,209.3759
SCHORL,SYLVITE,BARATOVITE,5211.27,64.9127
GMELINITE,CLINOHEDRITE,MALACHITE,15290.37,174.6037
ARSENIC,BORAX,SCORODITE,15413.21,158.03209999999999
PARASYMPLESITE,TELLURIUM,PUCHERITE,27858.31,285.6831
PYROMORPHITE,STELLERITE,NEPHELINE,3646.38,31.363799999999998
PYROMORPHITE,BLODITE,TALC,4069.08,49.49079999999999
MELANOPHLOGITE,ARAGONITE,BORNITE,4949.79,49.8979
PYROAURITE,NEPTUNITE,KUNZITE,3084.73,45.2473
SENARMONTITE,COAL,ARTINITE,3186.9,63.669
ICE,PARASYMPLESITE,GIBBSITE,10092.04,94.02040000000001
RUBY,BORNITE,MARCASITE,27122.05,275.5205
ROSASITE,GMELINITE,STELLERITE,9701.11,85.9111
TELLURIUM,CACOXENITE,HEMATITE,26174.15,277.54150000000004
HOPEITE,BORAX,NICKELINE,33600.59,339.10589999999996
MARCASITE,ANDESINE,ALBITE,5254.57,70.2457
HOPEITE,ALTAITE,KOVDORSKITE,29259.8,311.19800000000004
ROSASITE,TREMOLITE,SELENITE,2083.89,20.9389
ALTAITE,PARASYMPLESITE,ANDESINE,14053.29,145.83290000000002
CARNOTITE,CACOXENITE,ICE,6912.59,79.2259
TAAFFEITE,ANDERSONITE,CLEAVELANDITE,7802.04,85.62039999999999
CUMMINGTONITE,ROSASITE,ANDESINE,7652.49,95.3249
CLINOPTILOLITE,CHRYSOBERYL,BORNITE,18216.37,189.06369999999998
PHLOGOPITE,ANTIMONY,DESCLOIZITE,8644.03,99.0403
STELLERITE,HOPEITE,GORMANITE,13041.35,143.6135
GORMANITE,ANDALUSITE,KOTTIGITE,2726.72,38.5672
BIF,RUBY,BASALT,33480.48,344.50480000000005
SULFUR,RUBY,GIBBSITE,24578.28,244.5828
COAL,HOWLITE,ARFVEDSONITE,5931.4,56.11399999999999
KOVDORSKITE,GAYLUSSITE,SMITHSONITE,10610.49,109.6049
TALC,KOVDORSKITE,ICE,24156.14,261.1614
HEMATITE,BROOKITE,CHLORITE,2935.37,64.5537
THOMSONITE,CLINOHEDRITE,GAYLUSSITE,13207.81,130.5781
BORNITE,CACOXENITE,CLINOPTILOLITE,794.1,22.741
NICKELINE,SCHORL,ALMANDINE,6636.02,72.8602
SAINFELDITE,SMITHSONITE,OBSIDIAN,1297.08,34.2708
ROSASITE,GMELINITE,SILICATES,20979.26,238.5926
PLATINUM,GMELINITE,PARASYMPLESITE,6604.51,74.44510000000001
PUCHERITE,DEMANTOID,ALMANDINE,24311.15,253.0115
BASALT,CARNOTITE,DEMANTOID,16283.24,182.9324
DIAMOND,CUBANITE,PYROMORPHITE,28874.52,303.5452
SAINFELDITE,BOURNONITE,NICKELINE,13095.41,133.1541
RUBY,MELANOPHLOGITE,HUMITE,34457.2,338.67199999999997
BOURNONITE,ILVAITE,BASALT,2721.32,36.1132
ICE,ERIONITE,ALMANDINE,6591.07,61.31069999999999
SINHALITE,BERLINITE,HINSDALITE,1989.54,16.795399999999997
STELLERITE,ANTIMONY,BARATOVITE,5871.68,60.616800000000005
RHODIZITE,PARASYMPLESITE,FLUORAPATITE,5116.97,69.6697
ANDERSONITE,PARAVAUXITE,PYROAURITE,18409.8,200.398
ROSASITE,CLINOHEDRITE,ILVAITE,1895.73,32.957300000000004
KOTTIGITE,DIAMOND,ALMANDINE,8515.03,95.4503
ALTAITE,SEMSEYITE,PYROAURITE,7096.68,87.16680000000001
COAL,SINHALITE,GIBBSITE,23633.39,257.9339
TAAFFEITE,DEMANTOID,CUBANITE,16955.29,187.05290000000002
PARAVAUXITE,ALMANDINE,ROSE_QUARTZ,7264.16,91.6416
HOPEITE,SAINFELDITE,SMITHSONITE,24322.94,272.7294
DEMANTOID,HOPEITE,ICE,10948.17,121.2817
SULFUR,BORAX,CLINOHEDRITE,22203.68,240.5368
SENARMONTITE,TALC,SILVER,1465.98,27.3598
CLINOPTILOLITE,BORAX,SYLVITE,14887.15,159.8715
SENARMONTITE,HOWLITE,SEMSEYITE,274.07,16.3407
CACOXENITE,STURMANITE,ANTIMONY,3847.95,37.4795
SMITHSONITE,CLINOPTILOLITE,ROSE_QUARTZ,4393.02,64.23020000000001
