Appraisal,Mass,Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2
15655.36,155.3536,NICKELINE,TALC,MALACHITE
7139.95,75.4995,CUBANITE,BORNITE,HEULANDITE
6339.73,56.6973,BORNITE,SELENITE,GAYLUSSITE
13498.72,146.0872,PARASYMPLESITE,HOPEITE,GORMANITE
4362.39,47.3239,SYLVITE,STELLERITE,DATOLITE
19593.11,204.7311,ERIONITE,RHODIZITE,PERIDOT
1649.03,43.7903,GEODES,ARFVEDSONITE,ANDESINE
10001.82,122.8182,ANDERSONITE,OBSIDIAN,ALTAITE
4880.92,54.7092,ARTINITE,ANTIMONY,SELENITE
7076.01,85.6601,SCORODITE,TAAFFEITE,SCHORL
8855.26,98.2526,SULFUR,SCORODITE,OBSIDIAN
18350.42,192.9042,COAL,TREMOLITE,ARAGONITE
21504.72,232.2472,KOVDORSKITE,PYROAURITE,ROSASITE
7049.73,92.4973,SCHORL,MARCASITE,SULFUR
27872.11,291.2211,ROSE_QUARTZ,ARAGONITE,BOURNONITE
12731.91,123.4191,CLINOPTILOLITE,SMITHSONITE,HUREAULITE
9657.68,106.0768,ALBITE,ENSTATITE,ARSENIC
18579.6,212.496,STURMANITE,SCHORL,ALTAITE
10504.54,114.4454,ALBITE,GORMANITE,SAINFELDITE
23144.78,253.1478,DIOPSIDE,DATOLITE,STURMANITE
19321.87,203.8187,DESCLOIZITE,ROSE_QUARTZ,CACOXENITE
3091.92,33.4192,BORAX,TALC,CACOXENITE
18967.03,220.5703,GORMANITE,GMELINITE,PUCHERITE
2964.8,33.548,SINHALITE,DEMANTOID,CLEAVELANDITE
2007.58,31.9758,HUMITE,STELLERITE,NICKELINE
26263.36,275.6336,ROSE_QUARTZ,KOVDORSKITE,TALC
12475.48,135.3548,CLINOPTILOLITE,ARTINITE,ANDERSONITE
31495.4,317.154,RHODIZITE,NEPHELINE,BROOKITE
8727.67,96.4767,PYROAURITE,BROOKITE,THOMSONITE
19755.79,208.0579,ANDALUSITE,BROOKITE,NEPHELINE
29937.53,300.2753,CUBANITE,RUBY,ALBITE
227.24,10.1724,OSUMILITE,NEPTUNITE,DESCLOIZITE
7736.69,86.5669,PHOSPHATES,GEODES,ARFVEDSONITE
9964.16,120.4416,KOTTIGITE,ALTAITE,SYLVITE
15727.21,146.2721,RUBY,PARASYMPLESITE,NICKELINE
8127.01,89.5701,PERIDOT,ALMANDINE,BASALT
22978.69,257.7869,TALC,BOLEITE,ICE
4558.36,69.5836,SULFUR,THOMSONITE,ROSE_QUARTZ
10747.39,116.3739,ILVAITE,ALTAITE,GEODES
10527.41,133.2741,HOPEITE,MALACHITE,ANDERSONITE
18823.25,202.1325,TALC,SILICATES,ROSE_QUARTZ
10111.47,115.4147,PARAVAUXITE,GORMANITE,CHLORITE
16629.42,179.9942,GMELINITE,HOWLITE,RUBY
3439.91,34.5991,HINSDALITE,HEMATITE,SILICATES
12078.3,108.283,ALTAITE,SYLVITE,BIF
37033.49,380.7349,SYLVITE,CUMMINGTONITE,DIOPSIDE
13511.28,149.6128,HEMATITE,SAINFELDITE,HUREAULITE
11816.02,117.6602,NEPTUNITE,KOVDORSKITE,ARAGONITE
30995.6,317.456,PUCHERITE,MARCASITE,PYROMORPHITE
3065.92,39.0592,HUMITE,CHLORITE,PLATINUM
935.68,22.4568,ARSENIC,THOMSONITE,SUNSTONE
15568.04,148.9804,PARISITE,TREMOLITE,BROOKITE
6699.66,66.6966,NEPHELINE,FLUORAPATITE,ROSASITE
7248.28,86.6828,PLATINUM,CUMMINGTONITE,PHOSPHATES
19209.09,203.7909,CUBANITE,BARATOVITE,HOPEITE
13645.83,153.7583,ANTIMONY,KOVDORSKITE,CACOXENITE
5025.54,64.2554,SMITHSONITE,ANDALUSITE,SAINFELDITE
52.68,17.3268,DIOPSIDE,SCHORL,PLATINUM
19028.66,215.2866,ANDERSONITE,STURMANITE,BASALT
17305.44,190.2544,CUBANITE,HINSDALITE,ANDERSONITE
10779.99,112.2999,CLEAVELANDITE,SCORODITE,BOURNONITE
9308.2,100.882,DIAMOND,SILVER,ARFVEDSONITE
15539.22,189.2922,CUMMINGTONITE,ALMANDINE,THOMSONITE
6558.49,72.5849,OBSIDIAN,ERIONITE,RUBY
734.54,9.8454,CACOXENITE,DATOLITE,ACANTHITE
24623.39,274.0339,BORNITE,CLEAVELANDITE,CLINOHEDRITE
17590.2,186.602,ANDALUSITE,BARATOVITE,SINHALITE
8057.38,88.1738,ANDALUSITE,PYROAURITE,GMELINITE
55007.33,550.1733,SCHORL,STURMANITE,MALACHITE
22175.05,215.0505,NEPHELINE,HEMATITE,TREMOLITE
288.23,19.2823,SAINFELDITE,SENARMONTITE,HUMITE
18961.49,217.4149,HEULANDITE,KUNZITE,SILVER
16817.28,172.6728,DESCLOIZITE,PYROMORPHITE,SULFUR
9688.09,113.4809,CHRYSOBERYL,STURMANITE,GIBBSITE
13640.2,152.602,ERIONITE,ALBITE,BORNITE
18172.86,200.9286,STURMANITE,SENARMONTITE,OBSIDIAN
2089.35,45.2935,ANTIMONY,SINHALITE,RHODIZITE
2481.97,14.7197,NICKELINE,GMELINITE,ROSE_QUARTZ
4779.12,72.1912,HUREAULITE,MARCASITE,CLINOHEDRITE
3042.18,37.7218,PARISITE,HINSDALITE,ALMANDINE
8800.57,88.4057,STELLERITE,DATOLITE,BERLINITE
27223.38,288.7338,BROOKITE,KUNZITE,BLODITE
9261.17,90.2117,DIAMOND,BERLINITE,SILVER
2529.62,35.6962,CORDYLITE,BROOKITE,OSUMILITE
20713.46,218.7346,CLINOPTILOLITE,OSUMILITE,BORNITE
5289.75,58.0975,MALACHITE,HUMITE,GORMANITE
13485.05,152.6505,SILVER,SINHALITE,BROOKITE
16510.75,187.8075,STURMANITE,GAYLUSSITE,BERLINITE
1164.69,32.4469,SENARMONTITE,PYROMORPHITE,MARCASITE
8219.56,105.5956,PYROMORPHITE,CORDYLITE,ALMANDINE
2666.92,33.5692,DEMANTOID,CLINOHEDRITE,SYLVITE
15328.46,161.8846,ICE,CLEAVELANDITE,DIOPSIDE
12188.22,131.0822,RHODIZITE,ARTINITE,PARAVAUXITE
3158.89,21.7889,PYROMORPHITE,PUCHERITE,BORNITE
3081.32,33.4132,KOTTIGITE,THOMSONITE,GORMANITE
1849.53,36.0953,BASALT,DIAMOND,BORAX
4137.83,56.4783,HEMATITE,MARCASITE,SINHALITE
9190.12,119.0012,ARFVEDSONITE,TAAFFEITE,DATOLITE
4159.59,65.8959,SCORODITE,DIOPSIDE,KOVDORSKITE
5149.78,62.7978,STURMANITE,HEMATITE,ACANTHITE
5779.65,53.1965,SUNSTONE,BOLEITE,HUREAULITE
2836.89,30.4689,PLATINUM,HEULANDITE,KUNZITE
44506.94,447.3694,NICKELINE,SULFUR,BERLINITE
6054.03,58.2403,ARSENIC,MARCASITE,SAINFELDITE
10992.39,129.0239,SELENITE,TELLURIUM,DIOPSIDE
33823.78,352.3378,CLINOPTILOLITE,SUNSTONE,SMITHSONITE
3313.73,62.4373,ARFVEDSONITE,STURMANITE,PARISITE
17788.32,174.4832,MARCASITE,ANTIMONY,TREMOLITE
5447.89,48.2789,STURMANITE,THOMSONITE,SUNSTONE
9205.97,104.2597,STURMANITE,ANDERSONITE,BLODITE
1971.98,38.7198,CUBANITE,BORNITE,ANDERSONITE
3548.91,39.0891,BASALT,FLUORAPATITE,DIAMOND
5080.17,54.8017,ENSTATITE,ALMANDINE,SILVER
15204.28,157.7428,ARFVEDSONITE,BORAX,KOTTIGITE
20236.91,214.6691,MALACHITE,ALMANDINE,COAL
27217.23,288.8723,THOMSONITE,MALACHITE,STELLERITE
15187.66,165.0766,ANDESINE,HEULANDITE,DIOPSIDE
18529.1,190.791,SCORODITE,MARCASITE,BROOKITE
7912.55,73.2255,BASALT,ARAGONITE,SENARMONTITE
19990.49,211.7049,NEPTUNITE,SILICATES,HEMATITE
4257.7,66.077,PARISITE,DEMANTOID,GEODES
2125.52,21.7552,TALC,NEPHELINE,PARAVAUXITE
12325.67,137.4567,ENSTATITE,BLODITE,HEULANDITE
14919.88,160.6988,STURMANITE,NEPTUNITE,ARFVEDSONITE
10574.69,124.8469,BASALT,BERLINITE,BLODITE
8591.21,91.0121,TREMOLITE,BOLEITE,MELANOPHLOGITE
10875.18,113.9518,GEODES,BASALT,BERLINITE
3526.22,55.1622,THOMSONITE,BLODITE,SCORODITE
12988.52,134.0852,PHOSPHATES,ILVAITE,ROSE_QUARTZ
2484.89,34.9489,RHODIZITE,HEMATITE,ENSTATITE
4498.06,53.9806,PARASYMPLESITE,MELANOPHLOGITE,DIAMOND
28414.58,296.6458,FLUORAPATITE,OBSIDIAN,NEPTUNITE
7908.33,100.8833,MALACHITE,ANDERSONITE,TREMOLITE
12233.58,122.6358,MALACHITE,BROOKITE,KUNZITE
5254.62,57.2462,HEMATITE,KOVDORSKITE,ALBITE
5739.6,56.096,SCHORL,ALMANDINE,OSUMILITE
4075.4,44.154,HEMATITE,ANDESINE,DIAMOND
41291.26,420.8126,NEPHELINE,CACOXENITE,BORNITE
3666.43,51.8643,NEPHELINE,GAYLUSSITE,BASALT
2945.44,40.1544,GORMANITE,CLINOHEDRITE,CORDYLITE
37085,398.95,BOLEITE,PUCHERITE,COAL
3269.47,30.1947,STELLERITE,HOWLITE,HEMATITE
15343.25,153.7325,HINSDALITE,KUNZITE,STURMANITE
1461.35,43.7135,BOURNONITE,CUMMINGTONITE,DIOPSIDE
3547.16,50.1716,PLATINUM,KOVDORSKITE,GMELINITE
9320.61,103.0061,PARAVAUXITE,ENSTATITE,ROSE_QUARTZ
2588.86,43.1886,BIF,SAINFELDITE,BOURNONITE
1978.01,16.5801,PYROAURITE,GAYLUSSITE,DATOLITE
20115.31,214.9531,SYLVITE,COAL,DIOPSIDE
1752.59,27.7259,TELLURIUM,PLATINUM,CLINOPTILOLITE
225.99,14.6599,ILVAITE,ANDESINE,ALTAITE
599.4,10.994,HUREAULITE,PARASYMPLESITE,ARSENIC
11156.39,127.5639,BASALT,PERIDOT,PYROAURITE
36944.56,381.4456,BASALT,ROSE_QUARTZ,ENSTATITE
2681.58,50.8158,SELENITE,ALBITE,BIF
9971.47,101.8147,CHLORITE,GAYLUSSITE,BROOKITE
229.7,30.297,TAAFFEITE,SCORODITE,CHRYSOBERYL
8597.4,104.574,SCORODITE,DEMANTOID,SCHORL
11222.15,129.4215,SINHALITE,GEODES,SUNSTONE
10395.55,109.8555,CORDYLITE,HOWLITE,ARSENIC
3388.69,54.1869,ANTIMONY,KOVDORSKITE,CHLORITE
21121.57,215.5157,ROSE_QUARTZ,ILVAITE,PARAVAUXITE
15774.91,166.3491,KOTTIGITE,ALTAITE,CACOXENITE
6615.05,90.4505,ILVAITE,TALC,KUNZITE
3778.34,44.5834,PUCHERITE,SENARMONTITE,CUBANITE
33813.33,357.2333,OBSIDIAN,ACANTHITE,ROSE_QUARTZ
18451.64,187.9164,ARSENIC,GIBBSITE,PHLOGOPITE
3791.04,47.9104,GORMANITE,CHLORITE,ANDALUSITE
486.52,48.9652,PHOSPHATES,STURMANITE,SEMSEYITE
7959.7,82.497,ENSTATITE,BERLINITE,BOLEITE
15623.56,163.0356,ARAGONITE,MELANOPHLOGITE,HINSDALITE
9565.56,98.9556,TREMOLITE,MALACHITE,BOLEITE
7094.84,84.2484,GIBBSITE,HUREAULITE,CLINOHEDRITE
1865.17,36.4517,STURMANITE,ALMANDINE,SILVER
11691.09,129.3109,HOWLITE,PARASYMPLESITE,TALC
6614.92,67.6492,GEODES,BASALT,ICE
5863.37,65.7337,CHLORITE,CHRYSOBERYL,NEPTUNITE
5581.98,62.3198,BOURNONITE,TELLURIUM,BASALT
22211.35,230.5135,ARSENIC,STURMANITE,MARCASITE
16581.05,151.9105,PYROAURITE,ANDALUSITE,HOWLITE
9582.9,103.129,MALACHITE,ERIONITE,SAINFELDITE
26457.69,285.2769,STELLERITE,OBSIDIAN,BOLEITE
25069.7,241.397,CORDYLITE,BARATOVITE,BLODITE
49994.51,528.4451,ILVAITE,PHLOGOPITE,GORMANITE
15437.91,165.9791,BLODITE,BARATOVITE,NEPTUNITE
22160.87,214.1087,STELLERITE,CHLORITE,SILVER
3216.22,41.3622,ARFVEDSONITE,PARASYMPLESITE,CORDYLITE
29383.99,304.6399,PHLOGOPITE,SELENITE,FLUORAPATITE
15632.3,171.523,PARAVAUXITE,GAYLUSSITE,PARASYMPLESITE
23767.09,239.0709,BIF,GAYLUSSITE,BLODITE
26258.61,261.0861,GORMANITE,ROSASITE,SILVER
13241.18,141.0118,ROSASITE,SENARMONTITE,HOWLITE
11520.33,136.5033,ARFVEDSONITE,ROSE_QUARTZ,OBSIDIAN
27084.32,292.8432,ANDERSONITE,SAINFELDITE,CORDYLITE
19609.4,201.594,DIAMOND,SILVER,SINHALITE
7945.58,85.4558,OSUMILITE,SILICATES,CLEAVELANDITE
12486.68,142.3668,SILICATES,ARAGONITE,PLATINUM
12379.13,112.6913,SEMSEYITE,CACOXENITE,ARTINITE
9322.2,123.222,HOPEITE,CARNOTITE,NEPHELINE
6893.37,84.1337,ALBITE,DATOLITE,PARISITE
22264.8,240.048,SENARMONTITE,GORMANITE,ARAGONITE
11566.9,138.069,BROOKITE,PLATINUM,THOMSONITE
18216.74,183.2674,CARNOTITE,DIOPSIDE,CHLORITE
36868.37,371.2837,SEMSEYITE,BORAX,ARFVEDSONITE
2501.6,18.616,ILVAITE,ANDALUSITE,ARSENIC
799.63,24.7963,TREMOLITE,GORMANITE,ACANTHITE
2340.13,26.3013,TALC,OSUMILITE,CARNOTITE
7337.07,96.9707,DIOPSIDE,GEODES,TELLURIUM
6663.57,61.5357,CUBANITE,ALMANDINE,ARTINITE
7065.68,84.8568,THOMSONITE,KOVDORSKITE,ARSENIC
24185.06,249.1506,TALC,HEULANDITE,SMITHSONITE
21742.62,233.1262,ILVAITE,ARAGONITE,DIAMOND
25436.63,267.0663,CARNOTITE,SELENITE,STELLERITE
35654.86,338.5486,ARTINITE,DEMANTOID,CUBANITE
1123.59,30.3359,MARCASITE,PARAVAUXITE,BERLINITE
18093.31,179.9331,HUMITE,MARCASITE,SCHORL
10260.86,123.0086,BASALT,SCHORL,CUBANITE
31195.84,321.7584,BOURNONITE,TALC,HOPEITE
9805.76,100.3576,ICE,RUBY,SAINFELDITE
13574.39,140.7439,BIF,BARATOVITE,SILVER
8838.25,85.7825,PUCHERITE,ACANTHITE,RUBY
1715.72,32.5572,CUMMINGTONITE,NICKELINE,MALACHITE
5098.91,59.4891,BOLEITE,PHOSPHATES,NEPTUNITE
18731.7,210.517,ARFVEDSONITE,ROSASITE,ROSE_QUARTZ
12798.73,129.9873,PHLOGOPITE,ANTIMONY,ARTINITE
3376.54,42.0654,HEULANDITE,BORAX,PYROAURITE
2480.11,38.6011,SINHALITE,KOVDORSKITE,STURMANITE
35690.92,349.8092,BARATOVITE,GAYLUSSITE,THOMSONITE
8988.3,81.083,RHODIZITE,PHLOGOPITE,BARATOVITE
5707.74,87.3774,FLUORAPATITE,ACANTHITE,BIF
3003.05,50.1305,ERIONITE,ROSE_QUARTZ,FLUORAPATITE
32125.92,328.1592,STELLERITE,TELLURIUM,TREMOLITE
1394.28,23.6428,CHRYSOBERYL,PYROAURITE,BROOKITE
1021.4,35.514,SINHALITE,ICE,BERLINITE
8513.82,93.6382,SINHALITE,KOVDORSKITE,ARFVEDSONITE
19451.9,198.519,ENSTATITE,CUBANITE,SAINFELDITE
7937.07,100.5707,NICKELINE,PARAVAUXITE,CARNOTITE
6573.62,87.8362,SCORODITE,ANTIMONY,SINHALITE
17791.46,169.4146,PUCHERITE,COAL,HEULANDITE
15784.89,169.5489,PERIDOT,PUCHERITE,BOURNONITE
4400.52,51.1052,ARFVEDSONITE,ICE,ROSE_QUARTZ
14339.23,170.1923,OBSIDIAN,SYLVITE,CUMMINGTONITE
8519.41,93.2941,PARISITE,SUNSTONE,SILVER
9051.75,101.7175,CLINOHEDRITE,TELLURIUM,CORDYLITE
32965.56,333.6556,RHODIZITE,SEMSEYITE,BOURNONITE
9087.72,92.3772,CUMMINGTONITE,SELENITE,GAYLUSSITE
4488.22,50.5822,SENARMONTITE,NICKELINE,BORAX
12165.89,149.8589,TELLURIUM,BOURNONITE,SUNSTONE
21547.7,245.577,BARATOVITE,SUNSTONE,RUBY
7140.06,75.8006,ACANTHITE,GIBBSITE,FLUORAPATITE
9462.63,103.1263,ARAGONITE,ACANTHITE,KOVDORSKITE
22818.75,236.7875,CUMMINGTONITE,HOWLITE,BORAX
6383.24,68.8324,SULFUR,PERIDOT,ROSASITE
17040.73,190.0073,SELENITE,MARCASITE,GIBBSITE
5213.07,76.6307,BROOKITE,THOMSONITE,PYROMORPHITE
14027.79,163.5779,THOMSONITE,ROSE_QUARTZ,HOWLITE
17671.73,177.8173,GORMANITE,BROOKITE,TREMOLITE
1105.38,25.3538,ICE,PHLOGOPITE,DEMANTOID
25115.25,258.3525,STELLERITE,PARASYMPLESITE,GEODES
1088.93,18.6893,PERIDOT,BROOKITE,DIAMOND
4341.11,54.0111,ROSASITE,DIAMOND,GAYLUSSITE
2544.67,45.5467,GORMANITE,HOWLITE,BARATOVITE
11621.71,139.6171,PARAVAUXITE,BORAX,BOLEITE
23089.28,222.2928,GAYLUSSITE,GMELINITE,CACOXENITE
13205.95,157.4595,TAAFFEITE,DESCLOIZITE,BORAX
24974.23,269.7423,BASALT,DESCLOIZITE,BORNITE
10718.72,115.0872,PARAVAUXITE,ARAGONITE,PYROMORPHITE
15450.69,162.4069,BROOKITE,BIF,DEMANTOID
3307.83,45.5783,SENARMONTITE,HUMITE,NEPHELINE
11903.47,126.1347,NICKELINE,RUBY,SYLVITE
4130.39,39.9039,SILICATES,TELLURIUM,CACOXENITE
2928.7,50.987,STELLERITE,ICE,CLEAVELANDITE
819.73,31.6973,SCORODITE,SAINFELDITE,HOWLITE
5960.18,74.4018,ARSENIC,HUREAULITE,MALACHITE
5645.58,60.9558,SINHALITE,DIAMOND,SYLVITE
7372.72,79.6272,SENARMONTITE,GORMANITE,TELLURIUM
7925.03,89.0503,ROSE_QUARTZ,BIF,SENARMONTITE
16959.79,192.0979,THOMSONITE,PYROAURITE,ANDERSONITE
8201.89,72.7189,DIAMOND,ANDESINE,SELENITE
21667.64,229.4764,DIAMOND,ALTAITE,GORMANITE
18056.25,200.8625,CUBANITE,HUMITE,DEMANTOID
19930.08,219.5008,BLODITE,OSUMILITE,ICE
13438.42,149.0842,HINSDALITE,TREMOLITE,CLINOHEDRITE
18811.93,208.3193,PYROMORPHITE,SCORODITE,PARAVAUXITE
19489.22,204.4922,NEPTUNITE,CLINOPTILOLITE,PYROAURITE
6603.45,62.1345,ARAGONITE,GORMANITE,SENARMONTITE
6345.25,94.7525,ALTAITE,SCHORL,ROSE_QUARTZ
24284.27,237.3427,GAYLUSSITE,HOWLITE,CHRYSOBERYL
2330.99,35.3099,PHLOGOPITE,MELANOPHLOGITE,GIBBSITE
6230.09,74.2009,ARFVEDSONITE,TALC,TELLURIUM
18493.42,200.7342,CLINOHEDRITE,GMELINITE,ILVAITE
7009.15,73.8915,KOTTIGITE,ERIONITE,PUCHERITE
11385.29,131.7529,CACOXENITE,CLEAVELANDITE,ICE
3331.42,58.0142,SINHALITE,ARAGONITE,CHRYSOBERYL
7205.48,77.3548,HUREAULITE,PHLOGOPITE,TALC
1567.58,21.6758,CARNOTITE,SUNSTONE,HINSDALITE
15170.19,171.5019,ROSE_QUARTZ,HEULANDITE,ALBITE
8666.61,99.5661,KOVDORSKITE,TREMOLITE,ERIONITE
19534.33,208.5433,CUMMINGTONITE,GORMANITE,ARSENIC
16379.08,183.3908,PUCHERITE,OSUMILITE,SYLVITE
6887.33,61.0733,PARISITE,KUNZITE,STURMANITE
6879.38,68.6938,ARFVEDSONITE,DEMANTOID,SULFUR
32496.82,340.8682,SULFUR,GORMANITE,NEPHELINE
10571.53,113.1153,OBSIDIAN,SUNSTONE,NEPHELINE
7389.13,86.3913,DESCLOIZITE,ARAGONITE,SENARMONTITE
13369.63,139.6963,SULFUR,CUBANITE,SINHALITE
3943.19,50.4319,GORMANITE,HINSDALITE,GIBBSITE
7400.8,81.508,CHRYSOBERYL,OBSIDIAN,TALC
12576.15,164.6615,DIOPSIDE,NICKELINE,STURMANITE
30243.51,314.1351,DEMANTOID,SMITHSONITE,DESCLOIZITE
8663.68,88.1368,GIBBSITE,SUNSTONE,CACOXENITE
21553.54,230.9354,CUMMINGTONITE,CACOXENITE,HEMATITE
7874.62,97.1462,BROOKITE,DEMANTOID,HINSDALITE
16291.63,171.3163,BLODITE,ILVAITE,GIBBSITE
35908.23,380.5823,CUBANITE,PHOSPHATES,ANTIMONY
202.41,8.4241,PERIDOT,PHLOGOPITE,SCHORL
10382.18,108.3218,GAYLUSSITE,PERIDOT,HUMITE
9204.27,104.8427,BLODITE,SCORODITE,HUREAULITE
1359.52,16.6952,ROSASITE,GEODES,HEMATITE
9067.23,91.8723,PLATINUM,ALBITE,STURMANITE
28921.25,306.7125,BROOKITE,GMELINITE,BORNITE
7305.52,79.2552,CORDYLITE,BERLINITE,RHODIZITE
8015.16,97.6516,HUREAULITE,GAYLUSSITE,CLINOPTILOLITE
14678.01,155.3801,CLEAVELANDITE,ANDALUSITE,DATOLITE
12200.18,142.7018,HEULANDITE,CORDYLITE,BARATOVITE
4101.11,48.0111,PERIDOT,CARNOTITE,HUMITE
16834.33,163.5433,ERIONITE,COAL,BROOKITE
11081.72,112.7172,DESCLOIZITE,ANDESINE,SEMSEYITE
22455.81,231.2581,CLINOPTILOLITE,ENSTATITE,PARASYMPLESITE
11297.21,125.4721,BOURNONITE,GMELINITE,CUMMINGTONITE
3303.37,48.1337,CORDYLITE,FLUORAPATITE,NICKELINE
20702.48,213.1248,SELENITE,PERIDOT,ICE
9426.09,117.5609,ANDALUSITE,GEODES,CLEAVELANDITE
20677.64,218.0764,CUBANITE,DATOLITE,ERIONITE
917.87,4.4787,ANDERSONITE,STELLERITE,PLATINUM
3702.47,50.0247,CHLORITE,DEMANTOID,SILVER
1232.75,26.1275,FLUORAPATITE,PARAVAUXITE,ROSASITE
25618.96,273.5896,STURMANITE,SENARMONTITE,BASALT
10452.97,106.3297,ANDERSONITE,PYROMORPHITE,GMELINITE
4674.69,46.6469,GMELINITE,PYROAURITE,CUMMINGTONITE
233.63,17.6363,ERIONITE,HOWLITE,CARNOTITE
7945.59,85.9559,ICE,ANDERSONITE,SYLVITE
1527.77,14.2777,ICE,BERLINITE,BOURNONITE
2907.67,55.7767,SINHALITE,ANDESINE,STELLERITE
2032.13,32.1213,BIF,BOLEITE,CLINOHEDRITE
24684.62,270.3462,SMITHSONITE,CHRYSOBERYL,HINSDALITE
9102.01,96.6201,ALBITE,PYROAURITE,CHLORITE
15560.5,175.205,PARAVAUXITE,BIF,ALMANDINE
9932.16,103.3216,SILICATES,GORMANITE,CHRYSOBERYL
27699.7,286.497,DEMANTOID,CLINOPTILOLITE,FLUORAPATITE
12425.84,140.4584,KOTTIGITE,SINHALITE,PYROAURITE
21983.94,242.9394,GEODES,OBSIDIAN,BORAX
11439.44,116.4944,KUNZITE,HINSDALITE,BOLEITE
14074,162.64,OSUMILITE,PYROMORPHITE,MALACHITE
1522.17,8.8217,RHODIZITE,HEULANDITE,BROOKITE
8989.52,97.0952,SINHALITE,TREMOLITE,ANTIMONY
19520.01,197.4001,GIBBSITE,CHRYSOBERYL,BASALT
1132.85,24.3285,ARFVEDSONITE,STURMANITE,ANDALUSITE
5819.6,79.796,ARFVEDSONITE,ANDESINE,GIBBSITE
13932.21,160.8221,NEPTUNITE,SEMSEYITE,COAL
7217.39,94.0739,ERIONITE,HEMATITE,OBSIDIAN
3597.17,47.4717,STURMANITE,KOTTIGITE,TALC
1689.35,25.3935,BOURNONITE,SMITHSONITE,SUNSTONE
15581.8,164.818,BROOKITE,SILICATES,FLUORAPATITE
10822.8,103.828,SULFUR,BORAX,CARNOTITE
18294.3,195.343,NEPHELINE,DATOLITE,BIF
17991.32,198.6132,NEPTUNITE,BLODITE,ARTINITE
8795.33,94.2533,NEPTUNITE,SUNSTONE,BLODITE
23710.99,239.6099,SCORODITE,SAINFELDITE,CHLORITE
4011.9,41.019,HEULANDITE,PARASYMPLESITE,ALTAITE
16554.35,182.7435,CACOXENITE,BLODITE,CHRYSOBERYL
9627.38,96.7738,CHRYSOBERYL,MARCASITE,SINHALITE
18009.32,176.6932,ARSENIC,PUCHERITE,MARCASITE
1859.4,14.594,BIF,DATOLITE,BOURNONITE
9898.44,113.3844,RHODIZITE,TALC,PARISITE
4444.79,41.1479,DIAMOND,MARCASITE,BROOKITE
15952.33,161.1233,OBSIDIAN,PYROMORPHITE,ARSENIC
6570.21,89.2021,SULFUR,ANDESINE,GORMANITE
16886.9,195.269,SCHORL,BOLEITE,CUBANITE
5648.15,63.2815,ARAGONITE,MALACHITE,CUMMINGTONITE
7265.75,74.9575,TAAFFEITE,ILVAITE,ARAGONITE
9853.32,98.1332,KOVDORSKITE,HOPEITE,BASALT
28243.56,289.3356,SCHORL,ROSE_QUARTZ,PARISITE
8580.05,105.4005,TELLURIUM,DIAMOND,HOPEITE
18638.48,182.4848,PARAVAUXITE,BARATOVITE,ANDALUSITE
26175.7,259.457,CACOXENITE,OBSIDIAN,BOURNONITE
17739.71,199.1971,TREMOLITE,ERIONITE,ANDERSONITE
17288.7,183.687,PYROMORPHITE,CACOXENITE,SINHALITE
22555.11,225.2511,CARNOTITE,DEMANTOID,HOWLITE
30898.75,320.0875,ROSASITE,ANTIMONY,DATOLITE
10741.47,102.0147,PERIDOT,CHLORITE,BOURNONITE
39320.05,395.7005,GEODES,BLODITE,PHLOGOPITE
3035.55,40.0555,PUCHERITE,PHOSPHATES,CLINOPTILOLITE
6176.31,57.1631,KOTTIGITE,ALMANDINE,STURMANITE
9513.92,95.4392,PYROMORPHITE,PARAVAUXITE,NEPHELINE
25948.66,270.9866,PERIDOT,ARTINITE,PARAVAUXITE
24298.41,246.2841,BLODITE,TAAFFEITE,PYROMORPHITE
806.56,17.5656,BIF,KOVDORSKITE,BROOKITE
2933.85,39.7385,HUREAULITE,CARNOTITE,NEPTUNITE
1745.58,15.7558,KOVDORSKITE,PLATINUM,ANTIMONY
19657.79,213.2779,SCORODITE,ENSTATITE,HEULANDITE
8924.94,93.3494,SCHORL,TAAFFEITE,ARSENIC
25096.65,256.7665,GEODES,TREMOLITE,BASALT
14980.18,169.9018,DIAMOND,MELANOPHLOGITE,OBSIDIAN
8580.17,97.7017,THOMSONITE,OSUMILITE,NEPTUNITE
595.54,42.0554,ILVAITE,KOVDORSKITE,CLEAVELANDITE
5216.65,44.2665,GORMANITE,PYROAURITE,OSUMILITE
2860.4,29.004,ARAGONITE,PARAVAUXITE,BASALT
8082.02,78.1202,CLINOHEDRITE,TAAFFEITE,ALBITE
19320.81,208.3081,PYROMORPHITE,PUCHERITE,ENSTATITE
18907.25,213.2725,GAYLUSSITE,NEPHELINE,SENARMONTITE
7132.69,81.9269,CORDYLITE,BARATOVITE,SILVER
1354.64,23.7464,BROOKITE,DATOLITE,KUNZITE
21113.52,228.6352,BORAX,BARATOVITE,ILVAITE
380.53,8.8053,GORMANITE,RHODIZITE,GAYLUSSITE
214.73,14.0473,GMELINITE,CLINOHEDRITE,ROSE_QUARTZ
11042.2,139.522,ILVAITE,HEMATITE,DIAMOND
2773.1,25.231,PERIDOT,GORMANITE,HOWLITE
28429.93,293.3993,BORNITE,MELANOPHLOGITE,PHLOGOPITE
2835.1,42.251,SELENITE,ARFVEDSONITE,TELLURIUM
9316.69,105.2669,GMELINITE,CHRYSOBERYL,STURMANITE
